Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain fundamentals; Introductory machine learning; Cybersecurity awareness; Financial products understanding; API integration basics; Cloud basics (AWS/Azure); Problem-solving; Teamwork; Adaptability; Communication,Support fintech application development; Assist in blockchain-based projects; Collaborate on API integration; Perform basic data analysis tasks; Follow cybersecurity and compliance guidelines; Document workflows and code,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL basics; Blockchain basics; Introductory data science; Machine learning basics; Cybersecurity basics; Financial knowledge basics; API integration fundamentals; AWS basics; Azure basics; Problem-solving; Communication; Teamwork,Assist in fintech solution development; Support blockchain tasks; Perform basic data and analytics tasks; Help integrate APIs and cloud services; Collaborate with teams on development projects; Document project processes and outcomes,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Introductory machine learning; Cybersecurity basics; Financial domain knowledge; API integration basics; AWS/Azure basics; Problem-solving; Communication; Collaboration; Adaptability,Support fintech application development; Assist in blockchain and DLT projects; Collaborate on API integration; Perform basic data science and analytics tasks; Follow cybersecurity and compliance guidelines; Document workflows and development steps,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL basics; Blockchain fundamentals; Intro to machine learning; Cybersecurity awareness; Financial products knowledge; API integration basics; AWS basics; Azure basics; Problem-solving; Teamwork; Communication; Agility,Assist in development of fintech applications; Support blockchain and DLT tasks; Help with API integration and data analysis; Collaborate with cross-functional teams; Document development work; Follow cybersecurity and compliance standards,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Intro to ML; Data analysis basics; Cybersecurity fundamentals; Financial products understanding; API integration basics; AWS/Azure basics; Problem-solving; Communication; Collaboration; Adaptability,Support fintech application development; Assist in blockchain/DLT projects; Perform basic analytics tasks; Collaborate on API integration; Follow cybersecurity practices; Document development processes,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL basics; Blockchain basics; Introductory machine learning; Cybersecurity awareness; Financial knowledge basics; API integration fundamentals; AWS/Azure basics; Problem-solving; Teamwork; Communication,Assist in developing fintech applications; Support blockchain and DLT workflows; Help with API integration and data analysis; Collaborate with team members; Follow basic cybersecurity and compliance guidelines; Document work and processes,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Introductory ML; Data analysis basics; Cybersecurity basics; Financial products knowledge; API integration basics; AWS/Azure basics; Problem-solving; Teamwork; Communication,Assist in fintech application development; Support blockchain/DLT projects; Collaborate on API integration; Perform basic data analysis tasks; Follow cybersecurity and compliance guidelines; Document project workflows,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL basics; Blockchain basics; Introductory machine learning; Cybersecurity basics; Financial products understanding; API integration basics; AWS/Azure basics; Problem-solving; Communication; Collaboration,Support fintech application development; Assist in blockchain projects; Collaborate on API integration; Perform basic analytics tasks; Document development workflows; Follow basic compliance and cybersecurity practices,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Fresher,0-1,Python basics; JavaScript basics; SQL fundamentals; Blockchain basics; Intro to ML; Data analysis basics; Cybersecurity basics; Financial domain knowledge; API integration basics; AWS/Azure basics; Problem-solving; Teamwork; Communication,Assist in fintech development projects; Support blockchain/DLT initiatives; Collaborate on API integration tasks; Perform basic data and analytics work; Document workflows and processes; Follow cybersecurity and compliance guidelines,Python; SQL; Blockchain; Machine Learning; API Integration; Cybersecurity; AWS; Data Analysis
Fintech Engineer,Experienced,3+,"Python advanced; JavaScript advanced; SQL advanced; Blockchain development; Smart contracts; Machine learning predictive analytics; Cybersecurity expertise; Financial analysis; Quantitative modeling; API architecture; Microservices design; Cloud computing (AWS, Azure); DevOps in fintech; Leadership; Cross-functional collaboration; Innovation management","Design and implement fintech solutions; Develop blockchain-based applications and smart contracts; Apply machine learning for predictive analytics; Lead API and microservices architecture; Ensure cybersecurity, data privacy, and compliance; Collaborate with cross-functional teams; Mentor junior engineers",Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Fintech Engineer,Experienced,4+,"Python advanced; JavaScript advanced; SQL advanced; Blockchain and DLT; Smart contract development; Predictive modeling and automation; Cybersecurity expertise; Financial analysis and modeling; API architecture and microservices; Cloud platforms (AWS, Azure); DevOps in fintech; Project leadership; Stakeholder management; Innovation management",Lead fintech solution development; Implement advanced blockchain applications; Apply machine learning models for financial analytics; Design APIs and microservices architectures; Ensure regulatory compliance and cybersecurity; Coordinate cross-functional teams; Mentor junior engineers,Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Fintech Engineer,Experienced,5+,"Python advanced; JavaScript advanced; SQL advanced; Blockchain and DLT; Smart contracts; Machine learning predictive analytics; Cybersecurity expertise; Financial analysis; API design and microservices; Cloud computing (AWS, Azure); DevOps in fintech; Leadership; Project management; Stakeholder management; Innovation","Lead design and implementation of fintech solutions; Develop blockchain-based applications and smart contracts; Apply machine learning for predictive analytics; Design APIs and microservices architectures; Ensure cybersecurity, compliance, and data privacy; Collaborate with stakeholders across teams; Mentor junior engineers and lead project delivery",Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Fintech Engineer,Experienced,5+,Python advanced; JavaScript advanced; SQL advanced; Blockchain implementation; Smart contract development; ML analytics; Cybersecurity compliance; Financial modeling; API architecture; Microservices design; AWS & Azure cloud; DevOps; Team leadership; Collaboration; Innovation management,Architect and implement fintech solutions; Develop blockchain and smart contract features; Utilize machine learning for analytics and predictions; Lead API design and microservices development; Maintain compliance and cybersecurity standards; Guide cross-functional teams; Mentor and train junior developers,Blockchain; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Modeling; Regulatory Compliance
Fintech Engineer,Experienced,5+,"Python advanced; JavaScript advanced; SQL advanced; Blockchain and smart contracts; Machine learning predictive modeling; Cybersecurity expertise; Financial data analysis; API & microservices architecture; Cloud platforms (AWS, Azure); DevOps; Leadership; Project management; Innovation; Cross-functional team collaboration",Lead fintech projects and architecture; Develop blockchain-based applications; Apply machine learning models for financial analytics; Design APIs and microservices solutions; Ensure cybersecurity and regulatory compliance; Coordinate and mentor teams; Drive innovation initiatives,Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Fintech Engineer,Experienced,6+,"Python advanced; JavaScript advanced; SQL advanced; Blockchain development; Smart contracts implementation; Machine learning and AI analytics; Cybersecurity and compliance; Financial modeling and forecasting; API and microservices architecture; Cloud computing (AWS, Azure); DevOps automation; Team leadership; Strategic planning; Innovation management","Design and implement scalable fintech systems; Develop blockchain-based applications and smart contracts; Apply AI/ML for financial predictions; Lead API and microservices architecture; Ensure compliance, security, and privacy; Mentor teams and manage projects; Drive innovation and strategic fintech initiatives",Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Fintech Engineer,Experienced,6+,"Python advanced; JavaScript advanced; SQL advanced; Blockchain and DLT; Smart contracts development; Machine learning for analytics; Cybersecurity compliance; Financial analysis; API design; Microservices architecture; Cloud computing (AWS, Azure); DevOps automation; Leadership; Project management; Innovation strategies",Lead fintech solution design and development; Implement blockchain-based applications and smart contracts; Use ML models for predictive analytics; Design API and microservices architecture; Ensure regulatory compliance and cybersecurity; Manage teams and mentor juniors; Drive innovation initiatives,Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Fintech Engineer,Experienced,6+,Python advanced; JavaScript advanced; SQL advanced; Blockchain & smart contracts; Machine learning predictive analytics; Cybersecurity and compliance; Financial modeling and analysis; API & microservices architecture; Cloud platforms AWS/Azure; DevOps practices; Leadership; Team management; Strategic planning; Innovation; Stakeholder collaboration,Architect and deliver fintech systems; Develop blockchain solutions and smart contracts; Apply ML for predictive and financial analytics; Lead API & microservices architecture; Ensure cybersecurity and regulatory compliance; Manage teams and stakeholders; Drive innovation and strategic initiatives,Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Fintech Engineer,Experienced,5+,Python advanced; JavaScript advanced; SQL advanced; Blockchain and smart contracts; Machine learning predictive analytics; Cybersecurity expertise; Financial analysis and modeling; API & microservices design; Cloud computing AWS/Azure; DevOps; Leadership; Project management; Innovation; Cross-functional collaboration; Stakeholder management,Lead fintech architecture and project delivery; Develop blockchain applications and smart contracts; Apply ML for financial analytics and predictive modeling; Design APIs and microservices architecture; Ensure cybersecurity and regulatory compliance; Manage cross-functional teams; Drive innovation and mentorship programs,Blockchain Technology; Smart Contracts; Machine Learning; Cybersecurity; API Architecture; Cloud Computing; Financial Analysis; Regulatory Compliance
Associate iOS Engineer,Fresher,0,Swift; Objective-C; JSON; REST APIs; Git,Contribute to small-scale features in ongoing apps.; Connect APIs and test data flow.; Implement responsive UI layouts.; Assist with regression testing after updates.; Learn code review practices with peers.,Swift; Objective-C; JSON; REST APIs; Mobile Testing
Lead iOS Engineer,Experienced,4 years,Swift; Objective-C; CoreGraphics; Core Text; CI/CD; JIRA; Agile,Mentor junior iOS developers in coding practices.; Develop complex UI with CoreGraphics and Core Text.; Integrate iOS apps into enterprise CI/CD pipelines.; Collaborate with product and QA teams for releases.; Drive agile ceremonies as a senior contributor.,CoreGraphics; Core Text; Agile; CI/CD; Mentoring
iOS Mobile App Engineer,Experienced,5 years,Swift; Objective-C; Kotlin; MVVM; Firebase; Crashlytics; Unit Testing,Develop cross-platform modules with Swift and Kotlin.; Use Crashlytics to analyze and reduce crash rates.; Implement automated unit testing for critical features.; Collaborate with designers for high-quality UI/UX.; Improve app ratings and user engagement metrics.,Kotlin; Crashlytics; User Engagement; Swift; Unit Testing
iOS Solutions Engineer,Experienced,3-5 years,Swift; Objective-C; Core Data; GraphQL; Xcode Instruments; Performance Tuning,Profile apps using Xcode Instruments for performance tuning.; Work with Core Data for complex local storage needs.; Integrate GraphQL APIs for data handling.; Ensure smooth multi-threading in app flows.; Reduce memory usage and optimize app speed.,Performance Tuning; GraphQL; Core Data; Multi-threading
Senior iOS Engineer,Experienced,4-5 years,Swift; Objective-C; Core Data; Core Animation; Xcode; Jenkins; GraphQL; Crashlytics,Develop enterprise-grade iOS applications with advanced frameworks.; Manage app releases and bug fixes post-App Store submission.; Automate CI/CD pipelines using Jenkins.; Use Crashlytics for proactive crash resolution.; Enhance user engagement by optimizing UX flows.,Core Data; Crashlytics; Jenkins; User Engagement; App Store Submission
IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Java basics; Embedded systems design; Sensor integration; Actuator integration; Bluetooth; Zigbee basics; LoRa basics; MQTT basics; CoAP basics; AWS IoT basics; Azure IoT basics; Google Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Communication; Teamwork; Problem-solving,Assist in IoT device programming; Integrate sensors and actuators into embedded systems; Support wireless communication implementation; Work with cloud IoT platforms for basic data handling; Participate in network configuration and testing; Document project progress; Collaborate with team members on IoT projects; Assist in basic data analytics tasks,Embedded Systems; IoT Protocols; Python; MQTT; Bluetooth; Sensor Integration; Cloud IoT; Edge Computing
IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Embedded systems development; Sensor and actuator integration; Bluetooth; Zigbee; MQTT; CoAP; AWS IoT basics; Azure IoT basics; Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Communication; Teamwork; Problem-solving,Develop and program IoT prototypes; Integrate and test sensors and actuators; Assist with wireless communication setup; Support basic cloud IoT data collection and visualization; Participate in networking configuration and monitoring; Document and report development progress; Collaborate with multidisciplinary teams,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Embedded firmware understanding; Sensor and actuator integration; Bluetooth and Zigbee protocols; LoRa basics; MQTT basics; AWS IoT basics; Azure IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Agile methodology awareness; Communication; Teamwork; Problem-solving,Assist in embedded firmware development; Integrate sensors and actuators for IoT projects; Configure basic wireless communication; Support IoT cloud platform integration; Conduct preliminary data analytics; Collaborate with team members; Document technical processes and findings,Embedded Systems; IoT Protocols; Python; MQTT; Bluetooth; Cloud IoT; Edge Computing
IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Java basics; Embedded systems development; Sensor integration; Actuator integration; Bluetooth; Zigbee; MQTT; CoAP; AWS IoT basics; Azure IoT basics; Google Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Communication; Teamwork; Problem-solving,Assist in programming IoT devices; Integrate and test sensors and actuators; Implement basic wireless communication protocols; Work with cloud platforms for data handling; Participate in networking setup; Document project workflows; Collaborate with team members; Support data visualization tasks,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
IoT Engineer,Fresher,0-1,C basics; C++ basics; Python basics; Embedded systems design; Sensor and actuator integration; Bluetooth; Zigbee; LoRa basics; MQTT basics; CoAP basics; AWS IoT basics; Azure IoT basics; Google Cloud IoT basics; TCP/IP basics; IPv6 basics; Tableau basics; Power BI basics; Agile awareness; Communication; Teamwork; Problem-solving,Develop IoT prototypes and embedded systems; Integrate sensors and actuators; Support wireless communication protocols; Assist cloud IoT data integration; Conduct preliminary network testing; Document project tasks and progress; Collaborate in team projects; Perform basic data analytics tasks,Embedded Systems; IoT Protocols; Python; MQTT; Cloud IoT; Sensor Integration; Edge Computing
IoT Engineer,Experienced,3+,"Advanced C programming; C++ advanced; Python advanced; Java advanced; Embedded firmware development; IoT architecture design; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS IoT advanced; Azure IoT advanced; GCP IoT advanced; Real-time data analytics; Machine learning integration; Network security; TCP/IP, IPv6; Edge computing; CI/CD pipelines; Leadership; Project management; Team collaboration",Design and implement advanced IoT systems; Develop embedded firmware and IoT device software; Integrate sensors and actuators into scalable systems; Implement communication protocols for devices; Integrate IoT cloud platforms and edge computing solutions; Manage data pipelines and analytics; Ensure network security and system optimization; Lead projects and mentor junior engineers,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,4+,"C advanced; C++ advanced; Python advanced; Java advanced; Embedded firmware design; IoT architecture; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Real-time analytics; Machine learning integration; Network optimization; CI/CD pipelines; Leadership; Project management; Team collaboration",Architect and develop IoT solutions; Lead embedded firmware development; Integrate sensors and communication protocols; Manage cloud and edge platform integration; Implement data pipelines and analytics solutions; Ensure network security and system optimization; Lead teams and mentor junior engineers; Manage IoT projects end-to-end,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,5+,"C advanced; C++ advanced; Python advanced; Java advanced; Embedded firmware development; IoT architecture and design; Advanced sensor integration; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms AWS/Azure/GCP; Real-time analytics; Machine learning integration; Network security and optimization; CI/CD automation; Leadership; Team collaboration; Project management","Design complex IoT systems and architectures; Develop and optimize embedded firmware; Integrate advanced sensors and actuators; Implement secure communication protocols; Manage cloud and edge computing solutions; Oversee data pipelines and real-time analytics; Ensure network and system security; Lead projects and teams, mentoring juniors",IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,6+,"C advanced; C++ advanced; Python advanced; Java advanced; Embedded firmware development; IoT architecture design; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Real-time analytics; Machine learning integration; Network security and optimization; CI/CD automation; Leadership; Project management; Team collaboration",Architect large-scale IoT systems; Lead embedded firmware and IoT device software development; Integrate sensors and actuators into scalable IoT solutions; Implement and maintain secure communication protocols; Manage cloud IoT platforms and edge computing deployment; Develop real-time analytics and machine learning pipelines; Oversee network security and system optimization; Mentor junior engineers and lead project teams,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,7+,"C, C++ advanced; Python advanced; Java advanced; Embedded firmware optimization; IoT architecture; Sensor fusion and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Data pipelines and analytics; Machine learning; Network security; Edge computing; CI/CD automation; Leadership; Cross-functional collaboration",Design and optimize IoT architectures; Develop and optimize embedded firmware for performance and security; Integrate sensors and actuators with advanced protocols; Deploy and manage cloud IoT services; Implement real-time analytics and machine learning workflows; Ensure network security and edge computing performance; Lead teams and mentor engineers; Drive IoT project strategy and execution,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,8+,"Advanced C, C++; Python, Java; Embedded firmware; IoT system architecture; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms (AWS, Azure, GCP); Data analytics; Machine learning integration; Network security; Edge computing; CI/CD; Leadership; Team management; Project execution",Lead architecture and development of IoT solutions; Optimize embedded firmware and device software; Integrate complex sensors and actuators; Manage cloud and edge computing platforms; Develop data pipelines and analytics workflows; Implement secure communication protocols; Mentor team members and guide project delivery,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,9+,"C, C++ advanced; Python, Java; Embedded firmware; IoT architecture and deployment; Sensor integration and actuator management; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms (AWS, Azure, GCP); Real-time data analytics; Machine learning integration; Network security and optimization; Edge computing; CI/CD pipelines; Leadership; Project strategy; Cross-functional collaboration","Architect and implement scalable IoT systems; Develop and optimize embedded firmware and device software; Integrate sensors and actuators with IoT protocols; Manage cloud and edge computing platforms; Implement real-time analytics and ML pipelines; Ensure network and system security; Lead teams, mentor engineers, and guide project execution",IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,10+,"Advanced C, C++; Python, Java; Embedded firmware; IoT system architecture; Sensor and actuator integration; MQTT, CoAP, LoRaWAN, NB-IoT; AWS, Azure, GCP IoT; Real-time analytics and ML; Network security; Edge computing; CI/CD pipelines; Leadership; Project management; Cross-team collaboration",Lead design and deployment of enterprise IoT solutions; Develop and optimize embedded firmware and connected devices; Integrate complex sensors and actuators with protocols; Oversee cloud and edge computing infrastructure; Implement real-time analytics and ML workflows; Ensure robust network security; Lead and mentor engineering teams; Drive strategic IoT initiatives,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
IoT Engineer,Experienced,11+,"C, C++ expert; Python, Java; Embedded firmware and hardware interfacing; IoT architecture and deployment; Sensor fusion and actuator control; MQTT, CoAP, LoRaWAN, NB-IoT; Cloud platforms AWS/Azure/GCP; Real-time analytics and ML integration; Network security and optimization; Edge computing; CI/CD; Leadership; Team management; Strategic planning",Architect and implement enterprise-scale IoT systems; Develop and optimize embedded firmware and devices; Integrate sensors and actuators with IoT protocols; Manage cloud and edge infrastructure; Develop real-time analytics and ML workflows; Ensure network and system security; Lead teams and mentor engineers; Drive IoT strategy and execution,IoT Architecture; Embedded Firmware; Cloud Integration; Security; Edge Computing; Machine Learning; MQTT; LoRaWAN; Data Pipelines
Machine Learning Engineer - Fresher,Fresher,0-1,"Python; R; Java; ML fundamentals: supervised/unsupervised learning, regression, classification, clustering, decision trees; Data preprocessing; Feature engineering; ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",Assist in developing ML models and preprocessing data; Build basic predictive algorithms under supervision; Participate in hands-on projects and Kaggle competitions; Collaborate with senior engineers; Learn ML best practices and workflows,Machine Learning Engineer; Python; R; Java; Scikit-learn; TensorFlow; PyTorch; Keras; Data Preprocessing; Visualization
Junior Machine Learning Engineer,Fresher,0-1,"Python; R; Java; ML fundamentals: regression, classification, clustering, decision trees; Data preprocessing; Feature engineering; ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",Implement basic ML models; Assist in data cleaning and feature engineering; Visualize datasets and insights; Contribute to academic or internship projects; Collaborate with team members,Junior ML Engineer; Python; R; Java; Data Preprocessing; ML Models; Visualization; Kaggle Projects
ML Engineer Intern,Fresher,0-1,"Python; R; Java; ML fundamentals: classification, regression, clustering, supervised/unsupervised learning; Data preprocessing; Feature engineering; ML libraries: Scikit-learn, TensorFlow, PyTorch; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",Assist in building and training ML models; Perform data preprocessing and visualization; Learn MLOps basics; Collaborate with senior engineers; Participate in small-scale projects,ML Intern; Python; R; Java; ML Models; Data Preprocessing; Visualization; MLOps
Fresher ML Engineer,Fresher,0-1,"Python; R; Java; ML fundamentals: regression, classification, clustering, decision trees; Data preprocessing; Feature engineering; ML frameworks: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics: probability, linear algebra; Data visualization: Matplotlib, Seaborn; Git/GitHub",Support ML projects with supervised and unsupervised learning models; Perform data cleaning and feature engineering; Create visualizations for insights; Collaborate with senior engineers; Participate in open-source projects or Kaggle competitions,Fresher ML Engineer; Python; R; Java; ML Projects; Data Preprocessing; Visualization
Entry-Level ML Engineer,Fresher,0-1,"Python; R; Java; ML basics: classification, regression, clustering, decision trees; Data preprocessing; Feature engineering; ML libraries: Scikit-learn, TensorFlow, PyTorch; Statistics: probability, linear algebra; Visualization: Matplotlib, Seaborn; Git/GitHub",Develop and test ML models for small datasets; Perform feature engineering and data preprocessing; Create visualizations for insights; Work under guidance from senior team members; Collaborate on entry-level projects,Entry-Level ML Engineer; Python; R; Java; ML Models; Data Preprocessing; Visualization
ML Engineer Trainee,Fresher,0-1,"Python; R; Java; ML fundamentals: supervised/unsupervised learning, classification, regression, clustering; Data preprocessing; Feature engineering; ML libraries: Scikit-learn, TensorFlow, PyTorch, Keras; Statistics and probability; Visualization: Matplotlib, Seaborn; Git/GitHub",Assist in developing ML algorithms; Preprocess datasets and build visualization dashboards; Gain experience in ML pipeline development; Collaborate with team members; Learn ML best practices,ML Engineer Trainee; Python; R; Java; Data Preprocessing; ML Pipelines; Visualization
Machine Learning Engineer - Experienced,Mid-Senior,3+,"Python (advanced); R; Java; SQL; ML/DL: supervised/unsupervised learning, deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering and ETL automation","Design, implement, and deploy scalable ML models; Lead ML projects and optimize algorithms; Mentor junior engineers; Deploy models using cloud platforms; Ensure production-grade ML solutions",Machine Learning Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
Senior Machine Learning Engineer,Senior,5+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, NLP, reinforcement learning, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced); MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Spark, Hadoop; Feature engineering, ETL automation",Lead development and deployment of ML models for enterprise-scale data; Optimize performance and implement MLOps pipelines; Mentor junior ML engineers; Ensure production-grade ML solutions; Collaborate with cross-functional teams,Senior ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
Lead Machine Learning Engineer,Senior,6+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines",Architect end-to-end ML solutions; Manage teams of ML engineers; Deploy models in cloud environments; Drive strategic AI initiatives; Mentor and guide team members,Lead ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership
Principal Machine Learning Engineer,Senior,7+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL automation",Drive ML strategy and design large-scale ML systems; Mentor and manage teams; Deploy models using best practices in MLOps and cloud infrastructure; Ensure enterprise AI solutions; Lead production-grade ML initiatives,Principal ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Leadership; Cloud Deployment
Senior ML Infrastructure Engineer,Senior,4+,"Python; R; Java; SQL; Scala; ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced); MLOps: CI/CD, model monitoring, cloud deployment (AWS/GCP/Azure); Big data: Spark, Hadoop; Feature engineering, ETL automation",Design and maintain ML infrastructure; Lead model deployment and optimize pipelines; Mentor engineers and ensure scalable ML solutions; Collaborate with cross-functional teams; Implement best practices in cloud environments,Senior ML Infrastructure Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
Lead ML/AI Engineer,Senior,6+,"Python; R; Java; SQL; Scala; Advanced ML/DL: deep learning, reinforcement learning, NLP, computer vision, transfer learning; Frameworks: TensorFlow, PyTorch, Keras, Scikit-learn (advanced), ONNX; MLOps: CI/CD pipelines, monitoring, cloud deployment (AWS/GCP/Azure); Big data: Hadoop, Spark; Feature engineering, ETL pipelines",Oversee ML/AI projects end-to-end; Deploy scalable ML systems; Mentor teams and implement explainable AI; Collaborate with cross-functional stakeholders; Drive enterprise AI initiatives,Lead ML/AI Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership
Junior Network Engineer,Fresher,0-1,TCP/IP; LAN/WAN; DHCP; DNS; Subnetting; Cisco Routers; Cisco Switches; Wireshark,Assist in configuring routers and switches; Troubleshoot basic network issues; Support LAN/WAN operations; Monitor network traffic using tools,Network Engineer; LAN/WAN; TCP/IP; Cisco IOS; Wireshark
